"类别","中文名称","英文名称","Wiki页面","Wiki文件页","原图URL","仓库图片","文件许可","文件页来源","Wiki上传账号","SHA-256","分发状态"
"战备","C4 炸药包","C4 Pack","https://helldivers.wiki.gg/wiki/B%2FMD_C4_Pack","https://helldivers.wiki.gg/wiki/File:C4_Pack_Stratagem_Icon.svg","https://helldivers.wiki.gg/images/C4_Pack_Stratagem_Icon.svg?a24a7c","","Arrowhead","User:Dogo314","Dogo314","","metadata-only"
"战备","CQC-20","CQC-20","https://helldivers.wiki.gg/wiki/CQC-20_Breaching_Hammer","https://helldivers.wiki.gg/wiki/File:Breaching_Hammer_Stratagem_Icon.svg","https://helldivers.wiki.gg/images/Breaching_Hammer_Stratagem_Icon.svg?78afbe","","Arrowhead","User:Dogo314","Dogo314","","metadata-only"
"战备","EAT-411","EAT-411","https://helldivers.wiki.gg/wiki/EAT-411_Leveller","https://helldivers.wiki.gg/wiki/File:Leveller_Stratagem_Icon.svg","https://helldivers.wiki.gg/images/Leveller_Stratagem_Icon.svg?ea2a04","","Arrowhead","User:Dogo314","Dogo314","","metadata-only"
"战备","GL-28","GL-28","https://helldivers.wiki.gg/wiki/GL-28_Belt-Fed_Grenade_Launcher","https://helldivers.wiki.gg/wiki/File:Belt-Fed_Grenade_Launcher_Stratagem_Icon.svg","https://helldivers.wiki.gg/images/Belt-Fed_Grenade_Launcher_Stratagem_Icon.svg?38532d","","Arrowhead","User:Dogo314","Dogo314","","metadata-only"
"战备","防弹护盾背包","Ballistic Shield Backpack","https://helldivers.wiki.gg/wiki/SH-20_Ballistic_Shield_Backpack","https://helldivers.wiki.gg/wiki/File:Ballistic_Shield_Backpack_Stratagem_Icon.svg","https://helldivers.wiki.gg/images/Ballistic_Shield_Backpack_Stratagem_Icon.svg?9e14e6","","Arrowhead","User:Dogo314","Dogo314","","metadata-only"
"战备","护卫犬漫游者","Guard Dog Rover","https://helldivers.wiki.gg/wiki/AX%2FLAS-5_Rover","https://helldivers.wiki.gg/wiki/File:Rover_Stratagem_Icon.svg","https://helldivers.wiki.gg/images/Rover_Stratagem_Icon.svg?f0f21a","","Arrowhead","User:Dogo314","Dogo314","","metadata-only"
"战备","护盾发生器背包","Shield Generator Pack","https://helldivers.wiki.gg/wiki/SH-32_Shield_Generator_Pack","https://helldivers.wiki.gg/wiki/File:Shield_Generator_Pack_Stratagem_Icon.svg","https://helldivers.wiki.gg/images/Shield_Generator_Pack_Stratagem_Icon.svg?750a00","","Arrowhead","User:Dogo314","Dogo314","","metadata-only"
"战备","补给背包","Supply Pack","https://helldivers.wiki.gg/wiki/B-1_Supply_Pack","https://helldivers.wiki.gg/wiki/File:Supply_Pack_Stratagem_Icon.svg","https://helldivers.wiki.gg/images/Supply_Pack_Stratagem_Icon.svg?71c455","","Arrowhead","User:Dogo314","Dogo314","","metadata-only"
"战备","护卫犬","Guard Dog","https://helldivers.wiki.gg/wiki/AX%2FAR-23_Guard_Dog","https://helldivers.wiki.gg/wiki/File:Guard_Dog_Stratagem_Icon.svg","https://helldivers.wiki.gg/images/Guard_Dog_Stratagem_Icon.svg?865af4","","Arrowhead","User:Dogo314","Dogo314","","metadata-only"
"战备","毒息护卫犬","Guard Dog Breath","https://helldivers.wiki.gg/wiki/AX%2FTX-13_Dog_Breath","https://helldivers.wiki.gg/wiki/File:Dog_Breath_Stratagem_Icon.svg","https://helldivers.wiki.gg/images/Dog_Breath_Stratagem_Icon.svg?115b67","","Arrowhead","User:Dogo314","Dogo314","","metadata-only"
"战备","K-9 护卫犬","Guard Dog K-9","https://helldivers.wiki.gg/wiki/AX%2FARC-3_K-9","https://helldivers.wiki.gg/wiki/File:K-9_Stratagem_Icon.svg","https://helldivers.wiki.gg/images/K-9_Stratagem_Icon.svg?502126","","Arrowhead","User:Dogo314","Dogo314","","metadata-only"
"战备","热狗护卫犬","Guard Dog Hot Dog","https://helldivers.wiki.gg/wiki/AX%2FFLAM-75_Hot_Dog","https://helldivers.wiki.gg/wiki/File:Hot_Dog_Stratagem_Icon.svg","https://helldivers.wiki.gg/images/Hot_Dog_Stratagem_Icon.svg?df4245","","Arrowhead","User:Dogo314","Dogo314","","metadata-only"
"战备","跃迁背包","Warp Pack","https://helldivers.wiki.gg/wiki/LIFT-182_Warp_Pack","https://helldivers.wiki.gg/wiki/File:Warp_Pack_Stratagem_Icon.svg","https://helldivers.wiki.gg/images/Warp_Pack_Stratagem_Icon.svg?d5c0fa","","Arrowhead","User:Dogo314","Dogo314","","metadata-only"
"战备","定向护盾","Directional Shield","https://helldivers.wiki.gg/wiki/SH-51_Directional_Shield","https://helldivers.wiki.gg/wiki/File:Directional_Shield_Stratagem_Icon.svg","https://helldivers.wiki.gg/images/Directional_Shield_Stratagem_Icon.svg?3728c8","","Arrowhead","User:Dogo314","Dogo314","","metadata-only"
"战备","便携式地狱火炸弹","Hellbomb Portable","https://helldivers.wiki.gg/wiki/B-100_Portable_Hellbomb","https://helldivers.wiki.gg/wiki/File:Portable_Hellbomb_Stratagem_Icon.svg","https://helldivers.wiki.gg/images/Portable_Hellbomb_Stratagem_Icon.svg?8a876d","","Arrowhead","User:Dogo314","Dogo314","","metadata-only"
"战备","机枪哨戒炮","Machine Gun Sentry","https://helldivers.wiki.gg/wiki/A%2FMG-43_Machine_Gun_Sentry","https://helldivers.wiki.gg/wiki/File:Machine_Gun_Sentry_Stratagem_Icon.svg","https://helldivers.wiki.gg/images/Machine_Gun_Sentry_Stratagem_Icon.svg?210e57","","Arrowhead","User:Dogo314","Dogo314","","metadata-only"
"战备","加特林哨戒炮","Gatling Sentry","https://helldivers.wiki.gg/wiki/A%2FG-16_Gatling_Sentry","https://helldivers.wiki.gg/wiki/File:Gatling_Sentry_Stratagem_Icon.svg","https://helldivers.wiki.gg/images/Gatling_Sentry_Stratagem_Icon.svg?8c4d55","","Arrowhead","User:Dogo314","Dogo314","","metadata-only"
"战备","迫击炮哨戒炮","Mortar Sentry","https://helldivers.wiki.gg/wiki/A%2FM-12_Mortar_Sentry","https://helldivers.wiki.gg/wiki/File:Mortar_Sentry_Stratagem_Icon.svg","https://helldivers.wiki.gg/images/Mortar_Sentry_Stratagem_Icon.svg?ad47a7","","Arrowhead","User:Dogo314","Dogo314","","metadata-only"
"战备","电磁迫击炮哨戒炮","EMS Mortar Sentry","https://helldivers.wiki.gg/wiki/A%2FM-23_EMS_Mortar_Sentry","https://helldivers.wiki.gg/wiki/File:EMS_Mortar_Sentry_Stratagem_Icon.svg","https://helldivers.wiki.gg/images/EMS_Mortar_Sentry_Stratagem_Icon.svg?1924fd","","Arrowhead","User:Dogo314","Dogo314","","metadata-only"
"战备","机炮哨戒炮","Autocannon Sentry","https://helldivers.wiki.gg/wiki/A%2FAC-8_Autocannon_Sentry","https://helldivers.wiki.gg/wiki/File:Autocannon_Sentry_Stratagem_Icon.svg","https://helldivers.wiki.gg/images/Autocannon_Sentry_Stratagem_Icon.svg?a9b536","","Arrowhead","User:Dogo314","Dogo314","","metadata-only"
"战备","火箭哨戒炮","Rocket Sentry","https://helldivers.wiki.gg/wiki/A%2FMLS-4X_Rocket_Sentry","https://helldivers.wiki.gg/wiki/File:Rocket_Sentry_Stratagem_Icon.svg","https://helldivers.wiki.gg/images/Rocket_Sentry_Stratagem_Icon.svg?50fe15","","Arrowhead","User:Dogo314","Dogo314","","metadata-only"
"战备","激光哨戒炮","Laser Sentry","https://helldivers.wiki.gg/wiki/A%2FLAS-98_Laser_Sentry","https://helldivers.wiki.gg/wiki/File:Laser_Sentry_Stratagem_Icon.svg","https://helldivers.wiki.gg/images/Laser_Sentry_Stratagem_Icon.svg?456264","","Arrowhead","User:Dogo314","Dogo314","","metadata-only"
"战备","毒气迫击炮哨戒炮","Gas Mortar Sentry","https://helldivers.wiki.gg/wiki/A%2FGM-17_Gas_Mortar_Sentry","https://helldivers.wiki.gg/wiki/File:Gas_Mortar_Sentry_Stratagem_Icon.svg","https://helldivers.wiki.gg/images/Gas_Mortar_Sentry_Stratagem_Icon.svg?a6f79d","","Arrowhead","User:Dogo314","Dogo314","","metadata-only"
"战备","火焰哨戒炮","Flame Sentry","https://helldivers.wiki.gg/wiki/A%2FFLAM-40_Flame_Sentry","https://helldivers.wiki.gg/wiki/File:Flame_Sentry_Stratagem_Icon.svg","https://helldivers.wiki.gg/images/Flame_Sentry_Stratagem_Icon.svg?9e97f6","","Arrowhead","User:Dogo314","Dogo314","","metadata-only"
"战备","反步兵雷区","Anti-Personnel Minefield","https://helldivers.wiki.gg/wiki/MD-6_Anti-Personnel_Minefield","https://helldivers.wiki.gg/wiki/File:Anti-Personnel_Minefield_Stratagem_Icon.svg","https://helldivers.wiki.gg/images/Anti-Personnel_Minefield_Stratagem_Icon.svg?4cf122","","Arrowhead","User:Dogo314","Dogo314","","metadata-only"
"战备","燃烧地雷","Incendiary Mines","https://helldivers.wiki.gg/wiki/MD-I4_Incendiary_Mines","https://helldivers.wiki.gg/wiki/File:Incendiary_Mines_Stratagem_Icon.svg","https://helldivers.wiki.gg/images/Incendiary_Mines_Stratagem_Icon.svg?973bc7","","Arrowhead","User:Dogo314","Dogo314","","metadata-only"
"战备","反坦克地雷","Anti-Tank Mines","https://helldivers.wiki.gg/wiki/MD-17_Anti-Tank_Mines","https://helldivers.wiki.gg/wiki/File:Anti-Tank_Mines_Stratagem_Icon.svg","https://helldivers.wiki.gg/images/Anti-Tank_Mines_Stratagem_Icon.svg?71e9b5","","Arrowhead","User:Dogo314","Dogo314","","metadata-only"
"战备","毒气地雷","Gas Mine","https://helldivers.wiki.gg/wiki/MD-8_Gas_Mines","https://helldivers.wiki.gg/wiki/File:Gas_Mines_Stratagem_Icon.svg","https://helldivers.wiki.gg/images/Gas_Mines_Stratagem_Icon.svg?222efa","","Arrowhead","User:Dogo314","Dogo314","","metadata-only"
"战备","特斯拉塔","Tesla Tower","https://helldivers.wiki.gg/wiki/A%2FARC-3_Tesla_Tower","https://helldivers.wiki.gg/wiki/File:Tesla_Tower_Stratagem_Icon.svg","https://helldivers.wiki.gg/images/Tesla_Tower_Stratagem_Icon.svg?c1dddd","","Arrowhead","User:Dogo314","Dogo314","","metadata-only"
"战备","重机枪阵地","HMG Emplacement","https://helldivers.wiki.gg/wiki/E%2FMG-101_HMG_Emplacement","https://helldivers.wiki.gg/wiki/File:HMG_Emplacement_Stratagem_Icon.svg","https://helldivers.wiki.gg/images/HMG_Emplacement_Stratagem_Icon.svg?3a1493","","Arrowhead","User:Dogo314","Dogo314","","metadata-only"
"战备","掷弹兵壁垒","Grenadier Battlement","https://helldivers.wiki.gg/wiki/E%2FGL-21_Grenadier_Battlement","https://helldivers.wiki.gg/wiki/File:Grenadier_Battlement_Stratagem_Icon.svg","https://helldivers.wiki.gg/images/Grenadier_Battlement_Stratagem_Icon.svg?d0887c","","Arrowhead","User:Dogo314","Dogo314","","metadata-only"
"战备","反坦克阵地","Anti-Tank Emplacement","https://helldivers.wiki.gg/wiki/E%2FAT-12_Anti-Tank_Emplacement","https://helldivers.wiki.gg/wiki/File:Anti-Tank_Emplacement_Stratagem_Icon.svg","https://helldivers.wiki.gg/images/Anti-Tank_Emplacement_Stratagem_Icon.svg?750a69","","Arrowhead","User:Dogo314","Dogo314","","metadata-only"
"战备","护盾发生器中继","Shield Generator Relay","https://helldivers.wiki.gg/wiki/FX-12_Shield_Generator_Relay","https://helldivers.wiki.gg/wiki/File:Shield_Generator_Relay_Stratagem_Icon.svg","https://helldivers.wiki.gg/images/Shield_Generator_Relay_Stratagem_Icon.svg?68bcc3","","Arrowhead","User:Dogo314","Dogo314","","metadata-only"
"战备","爱国者外骨骼装甲","Patriot Exosuit","https://helldivers.wiki.gg/wiki/EXO-45_Patriot_Exosuit","https://helldivers.wiki.gg/wiki/File:Patriot_Exosuit_Stratagem_Icon.svg","https://helldivers.wiki.gg/images/Patriot_Exosuit_Stratagem_Icon.svg?be6d59","","Arrowhead","User:Dogo314","Dogo314","","metadata-only"
"战备","解放者外骨骼装甲","Emancipator Exosuit","https://helldivers.wiki.gg/wiki/EXO-49_Emancipator_Exosuit","https://helldivers.wiki.gg/wiki/File:Emancipator_Exosuit_Stratagem_Icon.svg","https://helldivers.wiki.gg/images/Emancipator_Exosuit_Stratagem_Icon.svg?5db1d2","","Arrowhead","User:Dogo314","Dogo314","","metadata-only"
"战备","突破者外骨骼装甲","Breakthrough Exosuit","https://helldivers.wiki.gg/wiki/EXO-55_Breakthrough_Exosuit","https://helldivers.wiki.gg/wiki/File:Breakthrough_Exosuit_Stratagem_Icon.svg","https://helldivers.wiki.gg/images/Breakthrough_Exosuit_Stratagem_Icon.svg?d00070","","Arrowhead","User:Dogo314","Dogo314","","metadata-only"
"战备","伐木者外骨骼装甲","Lumberer Exosuit","https://helldivers.wiki.gg/wiki/EXO-51_Lumberer_Exosuit","https://helldivers.wiki.gg/wiki/File:Lumberer_Exosuit_Stratagem_Icon.svg","https://helldivers.wiki.gg/images/Lumberer_Exosuit_Stratagem_Icon.svg?7ba1ed","","Arrowhead","User:Dogo314","Dogo314","","metadata-only"
"战备","子弹风暴","Bullet Storm","https://helldivers.wiki.gg/wiki/MGX-42_Bullet_Storm","https://helldivers.wiki.gg/wiki/File:Bullet_Storm_Stratagem_Icon.svg","https://helldivers.wiki.gg/images/Bullet_Storm_Stratagem_Icon.svg?3dc6cc","","Arrowhead","User:Dogo314","Dogo314","","metadata-only"
"战备","堡垒 MK XVI","Bastion MK XVI","https://helldivers.wiki.gg/wiki/TD-220_Bastion_MK_XVI","https://helldivers.wiki.gg/wiki/File:Bastion_MK_XVI_Stratagem_Icon.svg","https://helldivers.wiki.gg/images/Bastion_MK_XVI_Stratagem_Icon.svg?a03da8","","Arrowhead","User:Dogo314","Dogo314","","metadata-only"
"战备","唯一真旗","One True Flag","https://helldivers.wiki.gg/wiki/CQC-1_One_True_Flag","https://helldivers.wiki.gg/wiki/File:One_True_Flag_Stratagem_Icon.svg","https://helldivers.wiki.gg/images/One_True_Flag_Stratagem_Icon.svg?3e45c0","","Arrowhead","User:Dogo314","Dogo314","","metadata-only"
"被动","地狱舱空间优化","Hellpod Space Optimization","https://helldivers.wiki.gg/wiki/Hellpod_Space_Optimization","https://helldivers.wiki.gg/wiki/File:Hellpod_Space_Optimization_Booster_Icon.svg","https://helldivers.wiki.gg/images/Hellpod_Space_Optimization_Booster_Icon.svg?7aa15a","","Arrowhead","User:Dogo314","Dogo314","","metadata-only"
"被动","活力强化","Vitality Enhancement","https://helldivers.wiki.gg/wiki/Vitality_Enhancement","https://helldivers.wiki.gg/wiki/File:Vitality_Enhancement_Booster_Icon.svg","https://helldivers.wiki.gg/images/Vitality_Enhancement_Booster_Icon.svg?16b440","","Arrowhead","User:Dogo314","Dogo314","","metadata-only"
"被动","无人机侦察强化","UAV Recon Booster","https://helldivers.wiki.gg/wiki/UAV_Recon_Booster","https://helldivers.wiki.gg/wiki/File:UAV_Recon_Booster_Booster_Icon.svg","https://helldivers.wiki.gg/images/UAV_Recon_Booster_Booster_Icon.svg?ce1f67","","Arrowhead","User:Dogo314","Dogo314","","metadata-only"
"被动","耐力强化","Stamina Enhancement","https://helldivers.wiki.gg/wiki/Stamina_Enhancement","https://helldivers.wiki.gg/wiki/File:Stamina_Enhancement_Booster_Icon.svg","https://helldivers.wiki.gg/images/Stamina_Enhancement_Booster_Icon.svg?f12c0f","","Arrowhead","User:Dogo314","Dogo314","","metadata-only"
"被动","肌肉强化","Muscle Enhancement","https://helldivers.wiki.gg/wiki/Muscle_Enhancement","https://helldivers.wiki.gg/wiki/File:Muscle_Enhancement_Booster_Icon.svg","https://helldivers.wiki.gg/images/Muscle_Enhancement_Booster_Icon.svg?4a47f5","","Arrowhead","User:Dogo314","Dogo314","","metadata-only"
"被动","增援预算增加","Increased Reinforcement Budget","https://helldivers.wiki.gg/wiki/Increased_Reinforcement_Budget","https://helldivers.wiki.gg/wiki/File:Increased_Reinforcement_Budget_Booster_Icon.svg","https://helldivers.wiki.gg/images/Increased_Reinforcement_Budget_Booster_Icon.svg?cb9eaf","","Arrowhead","User:Dogo314","Dogo314","","metadata-only"
"被动","灵活增援预算","Flexible Reinforcement Budget","https://helldivers.wiki.gg/wiki/Flexible_Reinforcement_Budget","https://helldivers.wiki.gg/wiki/File:Flexible_Reinforcement_Budget_Booster_Icon.svg","https://helldivers.wiki.gg/images/Flexible_Reinforcement_Budget_Booster_Icon.svg?32cacf","","Arrowhead","User:Dogo314","Dogo314","","metadata-only"
"被动","定位干扰","Localization Confusion","https://helldivers.wiki.gg/wiki/Localization_Confusion","https://helldivers.wiki.gg/wiki/File:Localization_Confusion_Booster_Icon.svg","https://helldivers.wiki.gg/images/Localization_Confusion_Booster_Icon.svg?3b4fcb","","Arrowhead","User:Dogo314","Dogo314","","metadata-only"
"被动","专家撤离飞行员","Expert Extraction Pilot","https://helldivers.wiki.gg/wiki/Expert_Extraction_Pilot","https://helldivers.wiki.gg/wiki/File:Expert_Extraction_Pilot_Booster_Icon.svg","https://helldivers.wiki.gg/images/Expert_Extraction_Pilot_Booster_Icon.svg?cd8ab7","","Arrowhead","User:Dogo314","Dogo314","","metadata-only"
"被动","激励电击","Motivational Shocks","https://helldivers.wiki.gg/wiki/Motivational_Shocks","https://helldivers.wiki.gg/wiki/File:Motivational_Shocks_Booster_Icon.svg","https://helldivers.wiki.gg/images/Motivational_Shocks_Booster_Icon.svg?2bde36","","Arrowhead","User:Dogo314","Dogo314","","metadata-only"
"被动","实验性药剂","Experimental Infusion","https://helldivers.wiki.gg/wiki/Experimental_Infusion","https://helldivers.wiki.gg/wiki/File:Experimental_Infusion_Booster_Icon.svg","https://helldivers.wiki.gg/images/Experimental_Infusion_Booster_Icon.svg?b953d8","","Arrowhead","User:Dogo314","Dogo314","","metadata-only"
"被动","火焰地狱舱","Firebomb Hellpods","https://helldivers.wiki.gg/wiki/Firebomb_Hellpods","https://helldivers.wiki.gg/wiki/File:Firebomb_Hellpods_Booster_Icon.svg","https://helldivers.wiki.gg/images/Firebomb_Hellpods_Booster_Icon.svg?98993c","","Arrowhead","User:Dogo314","Dogo314","","metadata-only"
"被动","死亡冲刺","Dead Sprint","https://helldivers.wiki.gg/wiki/Dead_Sprint","https://helldivers.wiki.gg/wiki/File:Dead_Sprint_Booster_Icon.svg","https://helldivers.wiki.gg/images/Dead_Sprint_Booster_Icon.svg?7fe9b8","","Arrowhead","User:Dogo314","Dogo314","","metadata-only"
"被动","武装补给舱","Armed Resupply Pods","https://helldivers.wiki.gg/wiki/Armed_Resupply_Pods","https://helldivers.wiki.gg/wiki/File:Armed_Resupply_Pods_Booster_Icon.svg","https://helldivers.wiki.gg/images/Armed_Resupply_Pods_Booster_Icon.svg?34d6c9","","Arrowhead","User:Dogo314","Dogo314","","metadata-only"
"被动","样本提取器","Sample Extricator","https://helldivers.wiki.gg/wiki/Sample_Extricator","https://helldivers.wiki.gg/wiki/File:Sample_Extricator_Booster_Icon.svg","https://helldivers.wiki.gg/images/Sample_Extricator_Booster_Icon.svg?39ba8b","","Arrowhead","User:Dogo314","Dogo314","","metadata-only"
"被动","样本扫描器","Sample Scanner","https://helldivers.wiki.gg/wiki/Sample_Scanner","https://helldivers.wiki.gg/wiki/File:Sample_Scanner_Booster_Icon.svg","https://helldivers.wiki.gg/images/Sample_Scanner_Booster_Icon.svg?71d8c8","","Arrowhead","User:Dogo314","Dogo314","","metadata-only"
"被动","眩晕舱","Stun Pods","https://helldivers.wiki.gg/wiki/Stun_Pods","https://helldivers.wiki.gg/wiki/File:Stun_Pods_Booster_Icon.svg","https://helldivers.wiki.gg/images/Stun_Pods_Booster_Icon.svg?60fda5","","Arrowhead","User:Dogo314","Dogo314","","metadata-only"
"被动","隐蔽投送","Concealed Insertion","https://helldivers.wiki.gg/wiki/Concealed_Insertion","https://helldivers.wiki.gg/wiki/File:Concealed_Insertion_Booster_Icon.svg","https://helldivers.wiki.gg/images/Concealed_Insertion_Booster_Icon.svg?6274da","","Arrowhead","User:Dogo314","Dogo314","","metadata-only"
